نص السؤال	رقم السورة	رقم الآية	رقم آية 1	رقم آية 2
من الأساليب العربية أسلوب التهييج والإلهاب . كأن تقول لشخص : إن لم ترد مساعدتي فلا تفعل ، وأنت تعلم أنه يريد مساعدتك ولا يظن به إلا هذا . لكن كأنك تهيجه وتلهب حماسته ليقول لك : بل أساعدك بلا تردد . اذكر آية فيها تهييج وإلهاب للنبي صلى الله عليه وسلم	10	{فَإِن كُنتَ فِي شَكٍّ مِّمَّا أَنزَلْنَا إِلَيْكَ فَاسْأَلِ الَّذِينَ يَقْرَءُونَ الْكِتَابَ مِن قَبْلِكَ ۚ لَقَدْ جَاءَكَ الْحَقُّ مِن رَّبِّكَ فَلَا تَكُونَنَّ مِنَ الْمُمْتَرِينَ} [يونس : 94]	94	
خمس كلمات تتوسـط آية كريمة ، تشير إلى أن زمن تبدل الحال على هذه الأرض من الإقبال إلى الإدبار يكون في ذروة شـعور الأقوام بالقوة والغلبة والتمكين . ما هي هذه الكلمات ؟	10	{إِنَّمَا مَثَلُ الْحَيَاةِ الدُّنْيَا كَمَاءٍ أَنزَلْنَاهُ مِنَ السَّمَاءِ فَاخْتَلَطَ بِهِ نَبَاتُ الْأَرْضِ مِمَّا يَأْكُلُ النَّاسُ وَالْأَنْعَامُ حَتَّىٰ إِذَا أَخَذَتِ الْأَرْضُ زُخْرُفَهَا وَازَّيَّنَتْ #وَظَنَّ أَهْلُهَا أَنَّهُمْ قَادِرُونَ عَلَيْهَا# أَتَاهَا أَمْرُنَا لَيْلًا أَوْ نَهَارًا فَجَعَلْنَاهَا حَصِيدًا كَأَن لَّمْ تَغْنَ بِالْأَمْسِ ۚ كَذَٰلِكَ نُفَصِّلُ الْآيَاتِ لِقَوْمٍ يَتَفَكَّرُونَ} [يونس : 24 ]	24	
من أساليب القرآن إطماع الكافرين والمنافقين بإشعارهم أن طلبهم أجيب ، حتى إذا تأملوا وجدوا ما ظنوه إجابة عكس ما طلبوا ! اذكر كلمتين من آيـة فيهما هذا الأسلوب	9	{سَيَحْلِفُونَ بِاللَّهِ لَكُمْ إِذَا انقَلَبْتُمْ إِلَيْهِمْ لِتُعْرِضُوا عَنْهُمْ ۖ #فَأَعْرِضُوا عَنْهُمْ# ۖ إِنَّهُمْ رِجْسٌ ۖ وَمَأْوَاهُمْ جَهَنَّمُ جَزَاءً بِمَا كَانُوا يَكْسِبُونَ} [التوبة : 95 ]	95	
من أساليب القرآن في الاستهزاء بأهل الباطل "الاستثناء التهكمي"، وهو من قبيل تأكيد الشيء بما يشبه ضده.. كقوله تعالى في الأعراف: ﴿إِنَّ الَّذِينَ كَذَّبُوا بِآيَاتِنَا وَاسْتَكْبَرُوا عَنْهَا لَا تُفَتَّحُ لَهُمْ أَبْـوَابُ السَّمَاءِ وَلَا يَدْخُلُونَ الْجَنَّةَ حَتَّىٰ يَلِجَ الْجَمَلُ فِي سَمِّ الْخِيَاطِ﴾ [الأعراف:40]. فاستحالَةُ ولوج الجمل في سم الخياط تؤكد على خلودهم في العذاب واستحالة دخولهم الجنة. اذكر أربع كلمات من آية فهم منها بعض أهل العلم استثناءا تهكميا مشابها	9	{لَا يَزَالُ بُنْيَانُهُمُ الَّذِي بَنَوْا رِيبَةً فِي قُلُوبِهِمْ #إِلَّا أَن تَقَطَّعَ قُلُوبُهُمْ# ۗ وَاللَّهُ عَلِيمٌ حَكِيمٌ} [التوبة : 110 ] قال ابن عاشور في تفسيره: (وقَولُهُ: ﴿إلّا أنْ تَقَطَّـعَ قُلُوبُهُمْ﴾ استثناءٌ تَهَكُّمِيٌّ. وهو مِن قَبيل تَأكيدِ الشَّيْءِ بما يشبهُ ضدَّهُ كَقولهِ - تَعالى: ﴿ولا يَدْخُلُونَ الجَنَّةَ حَتّى يَلِجَ الجَمَلُ في سَمِّ الخِياطِ﴾ [الأعراف:40]، أيْ يَبْقى ريبةً أبدًا إلّا أنْ تُقَطَّعَ قلوبهم مِنهم وما هي بِمُقَطَّعَةٍ).  وقد قيل في تفسيرها أيضا أقوالٌ وجيهة منها أن التقطّع جاء بمعنى الندم الشديد (قاله السعدي)، وقيل بأنه الموت (تفسير ابن كثير).	110	
ذم الله في الكفار أنهم سرعان ما يؤمنون بالأصـنام رغم عدم يقينهم ، بل هم يظنون ظناً ولا يقين في قلوبهم تجاه معبوداتهم الباطلة . اذكر آية توضح هذا المعنى وتشير إلى أن المؤمن ينبغي أن يكون إيمانه يقينيا	10	{وَمَا يَتَّبِعُ أَكْثَرُهُمْ إِلَّا ظَنًّا ۚ #إِنَّ الظَّنَّ لَا يُغْنِي مِنَ الْحَقِّ شَيْئًا# ۚ إِنَّ اللَّهَ عَلِيمٌ بِمَا يَفْعَلُونَ} [يونس : 36 ]	36	
اذكر آية تحض على كل أنواع علوم الطبيعة النافعة	10	{قُلِ انظُرُوا مَاذَا فِي السَّمَاوَاتِ وَالْأَرْضِ ۚ وَمَا تُغْنِي الْآيَاتُ وَالنُّذُرُ عَن قَوْمٍ لَّا يُؤْمِنُونَ} [يونس : 101]	101	
اذكر آية تعيب على الإنسان أن يسارع إلى إنكار ما يجهله	10	{#بَلْ كَذَّبُوا بِمَا لَمْ يُحِيطُوا بِعِلْمِهِ# وَلَمَّا يَأْتِهِمْ تَأْوِيلُهُ ۚ كَذَٰلِكَ كَذَّبَ الَّذِينَ مِن قَبْلِهِمْ ۖ فَانظُرْ كَيْفَ كَانَ عَاقِبَةُ الظَّالِمِينَ} [يونس : 39 ]	39	
قد يترك أحدنا واجبًا أو يفعل محرمًا إكرامًا لنفسه أن ينالها الأذى مثلًا، قد تتهرب الفتاة من لبس الحجاب الصحيح خوفا من استهزاء صديقاتها، وقد يستحي الشخص ذو المكانة العلمية و الاجتماعية والثراء من أن ينكر على زملائه بعض الممارسات المحرمة لأن نظرتهم له ستختلف. لكن المؤمن بحق ينبغي ألا يأنف من تحمل تبعات الدعوة والتضحية في سبيل الله. بل علينا أن نتذكر أن رسول الله -صلى الله عليه وسلم- أوذي في الله وشُتِم وضُرِب وأُغشَي عليه ورُمي بالحجارة وأُلْقِيَ على ظهره سلا الجزور وكُذّب وهُدّد وحوصر في الشِعب واضطر لترك بلده وأوذيت ابنتاه وافتُري على أهل بيته وجاع وعطش وتحمل المشاق، فليس أحدنا أكرم نفسا ولا أرفع قدراً ولا أرهف حسًا من رسول الله -صلى الله عليه وسلم-، مهما كانت مكانته الاجتماعية والعلمية والمادية. اذكر آية تدل على أنه لا يجوز للمسلم أن يترفع بنفسه عن أمر فعله رسول الله أو حصل له -عليه الصلاة والسلام-. 	9	{مَا كَانَ لِأَهْلِ الْمَدِينَةِ وَمَنْ حَوْلَهُم مِّنَ الْأَعْرَابِ أَن يَتَخَلَّفُوا عَن رَّسُولِ اللَّهِ #وَلَا يَرْغَبُوا بِأَنفُسِهِمْ عَن نَّفْسِهِ# ۚ ذَٰلِكَ بِأَنَّهُمْ لَا يُصِيبُهُمْ ظَمَأٌ وَلَا نَصَبٌ وَلَا مَخْمَصَةٌ فِي سَبِيلِ اللَّهِ وَلَا يَطَئُونَ مَوْطِئًا يَغِيظُ الْكُفَّارَ وَلَا يَنَالُونَ مِنْ عَدُوٍّ نَّيْلًا إِلَّا كُتِبَ لَهُم بِهِ عَمَلٌ صَالِحٌ ۚ إِنَّ اللَّهَ لَا يُضِيعُ أَجْرَ الْمُحْسِنِينَ} [التوبة : 120 ] قال الحسن: لا يرغبوا بأنفسهم أن يصيبهم من الشدائد فيختاروا الخفض والدعة، ورسول الله صلى الله عليه وسلم في مشقة السفر ومقاساة التعب.	120	
تجد في بعض الخصومات بين البشر أن أحدهم يحقد على الآخر ويسعى في أذيته والتخلص منه . أما في القرآن فإنك تجد البغض للكافرين والمنافقين مقرونا بسوء أفعالهم لا بأشخاصهم ، بحيث هم بغيضون ما بقوا على كفرهم ومعصيتهم ، لكن القرآن يفتح لهم المجال لينفكوا عن هذا الكفر والمعصية فيزول عنهم المقت والغضب . اذكر جزءاً من آية يشير إلى هذا المعنى	9	{يَحْلِفُونَ لَكُمْ لِتَرْضَوْا عَنْهُمْ ۖ فَإِن تَرْضَوْا عَنْهُمْ #فَإِنَّ اللَّهَ لَا يَرْضَىٰ عَنِ الْقَوْمِ الْفَاسِقِينَ#} [التوبة : 96 ] قال السعدي: ولم يقل‏:‏ ‏"‏فإن اللّه لا يرضى عنهم‏"‏ ليدل ذلك على أن باب التوبة مفتوح، وأنهم إذا تابوا هم أو غيرهم، فإن اللّه يتوب عليهم، ويرضى عنهم‏.‏ وأما ما داموا فاسقين، فإن اللّه لا يرضى عليهم، لوجود المانع من رضاه، وهو خروجهم عن ما رضيه اللّه لهم من الإيمان والطاعة، إلى ما يغضبه من الشرك، والنفاق، والمعاصي‏.‏ ومثيلها: ﴿مَن كَانَ عَدُوًّا لِّلَّهِ وَمَلَائِكَتِهِ وَرُسُلِهِ وَجِبْرِيلَ وَمِيكَالَ فَإِنَّ اللَّهَ عَدُوٌّ لِّلْكَافِرِينَ﴾ [البقرة:98]). فينبغي للمؤمن أن تكون خصومته للكفار والفاسقين مرتبطة بكفرهم أو فسوقهم، لا أن يعاملهم كمن لا ترجى منه توبة. 	96	
فعل تكرر ثلاث مرات بشكل ملفت في آيتين متتاليتين بما يدل على حاجة العبد الماسة إلى توفيق الله، ومذكرا إيانا بقوله تعالى: ﴿وَاعْلَمُوا أَنَّ اللَّهَ يَحُولُ بَيْنَ الْمَرْءِ وَقَلْبِهِ﴾ [الأنفال:24]. اذكر الموطن الذي فيه ذكر الفعل بتصريفين متقاربين	9	﴿#لَّقَد تَّابَ# اللَّهُ عَلَى النَّبِيِّ وَالْمُهَاجِرِينَ وَالْأَنصَارِ الَّذِينَ اتَّبَعُوهُ فِي سَاعَةِ الْعُسْرَةِ مِن بَعْدِ مَا كَادَ يَزِيغُ قُلُـوبُ فَرِيقٍ مِّنْهُمْ #ثُمَّ تَابَ عَلَيْهِمْ# ۚ إِنَّهُ بِهِمْ رَءُوفٌ رَّحِيمٌ ۝ وَعَلَى الثَّـلَاثَةِ الَّذِينَ خُلِّفُوا حَتَّىٰ إِذَا ضَاقَتْ عَلَيْهِمُ الْأَرْضُ بِمَا رَحُبَتْ وَضَاقَتْ عَلَيْهِمْ أَنفُسُهُمْ وَظَنُّـوا أَن لَّا مَلْجَأَ مِنَ اللَّهِ إِلَّا إِلَيْهِ #ثُمَّ تَابَ عَلَيْهِمْ لِيَتُوبُوا# ۚ إِنَّ اللَّهَ هُوَ التَّوَّابُ الرَّحِيمُ﴾ [التوبة:117-118] جاء في تفسير ابن قيم الجوزية: (وَتَوْبَةُ العَبْدِ إلى اللَّهِ مَحْفُوفَةٌ بِتَوْبَةٍ مِنَ اللَّهِ عَلَيْهِ قَبْلَها، وتَوْبَةٍ مِنهُ بَعْدَها، فَتَوْبَتُهُ بَيْنَ تَوْبَتَيْنِ مِن رَبِّهِ، سابِقَةٍ ولاحِقَةٍ، فَإنَّهُ تابَ عَلَيْهِ أوَّلاً إذْناً وتَوْفِيقاً وإلْهاماً، فَتابَ العَبْدُ، فَتابَ اللَّهُ عَلَيْهِ ثانِياً، قَبُـولاً وإثابَةً. قالَ اللَّهُ سُبْحانَهُ وتَعالى ﴿لَّقَد تَّـابَ اللَّهُ عَلَى النَّبِيِّ وَالْمُهَاجِرِينَ وَالْأَنصَارِ﴾ فَأخْبَرَ سُبْحانَهُ أنَّ تَوْبَتَهُ عَلَيْهِمْ سَبَقَتْ تَوْبَتَهُمْ، وأنَّها هي الَّتِي جَعَلَتْهم تائِبِينَ).	117	
 بعض الناس يقنط من رحمة الله لأنه يعاود الذنوب الفينة بعد الفينة ، فيتهم نفسه بالنفاق بدعوى أن ضعفه وتكراره للذنوب دليل على عدم خوفه من الله وعلى عدم جدوى الأعمال الصالحة مع وجود المعاصي . اذكر آية تفتح له باب الرجاء في رحمة الله طالما أنه يعمل الصالحات ويقر بأن ذنوبه ذنوب ولا يدافع عنها	9	﴿وَآخَرُونَ اعْتَرَفُوا بِذُنُوبِهِمْ #خَلَـطُوا عَمَلًا صَـالِحًا وَآخَرَ سَيِّئًا عَسَى اللَّهُ أَن يَتُوبَ عَلَيْهِمْ# ۚ إِنَّ اللَّهَ غَفُورٌ رَّحِيمٌ﴾ [التوبة:102] قال ابن كثير:( ﴿وَآخَرُونَ اعْتَرَفُوا بِذُنُوبِهِمْ﴾ أَيْ: أَقَرُّوا بِهَا وَاعْتَرَفُوا فِيمَا بَيْنَهُمْ وَبَيْنَ رَبِّهم، وَلَهُمْ أَعْمَالٌ أخرَ صَالِحَةٌ، خَلَطُوا هَذِهِ بِتِلْكَ، فَهَؤُلَاءِ تَحْتَ عَفْوِ اللَّهِ وَغُفْرَانِهِ. وَهَذِهِ الْآيَةُ -وَإِنْ كَانَتْ نَزَلَتْ فِي أُنَاسٍ مُعَيَّنِينَ -إِلَّا أَنَّهَا عَامَّةٌ فِي كل المذنبين الخاطئين المخلصين الْمُتَلَوِّثِينَ).	102	
