نص السؤال 	رقم السورة 	رقم الآية 	رقم آية 1	رقم آية 2
كنت قد أجريت استبيانا في عدة مساجد حول أسباب الوقوع في المعاصي، وفي هذا الاستبيان وضعنا أكثر من 50 سببا. فكان ثاني أكثر سبب اختاره معبئو الاستبيان هو اعتمادهم على رحمة الله عز وجل. إذن فكثير منا ليس عنده توازن بين الخوف من الله والرجاء في رحمته اذكر آيتين متتاليتين تبينان أن الواحد منا قد يعمل عملا عظيما فيه كثير من التضحيات لكنه إن تهاون أثناءه بأمر من أوامر الله عز وجل فهو معرض لعقوبته تعالى. 	5	﴿يَا أَيُّـهَا الَّذِينَ آمَنُوا لَيَبْلُوَنَّكُمُ اللَّهُ بِشَيْءٍ مِّنَ الصَّيْدِ تَنَـالُهُ أَيْدِيكُمْ وَرِمَاحُكُمْ لِيَعْلَـمَ اللَّهُ مَن يَخَـافُهُ بِالْغَيْبِ ۚ فَمَنِ اعْتَدَىٰ بَعْدَ ذَٰلِكَ فَلَـهُ عَذَابٌ أَلِيمٌ ۝ يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَقْتُلُوا الصَّيْدَ وَأَنتُمْ حُرُمٌ ۚ وَمَن قَتَـلَهُ مِنكُم مُّتَعَمِّدًا فَجَزَاءٌ مِّثْلُ مَا قَتَلَ مِنَ النَّعَمِ يَحْكُـمُ بِهِ ذَوَا عَدْلٍ مِّنكُمْ هَـدْيًا بَالِغَ الْكَعْبَةِ أَوْ كَفَّارَةٌ طَعَامُ مَسَاكِينَ أَوْ عَـدْلُ ذَٰلِكَ صِيَامًا لِّيَذُوقَ وَبَالَ أَمْرِهِ ۗ عَفَا اللَّهُ عَـمَّا سَلَفَ ۚ وَمَنْ عَادَ فَيَنتَقِمُ اللَّهُ مِنْهُ ۗ وَاللَّهُ عَزِيزٌ ذُو انتِقَامٍ﴾ [المائدة:94-95] فالعمل العظيم هنا هو الحج، والتهاون في حرمة صيد البر فله عقوبة شديدة ﴿فَمَنِ اعْتَـدَىٰ بَعْدَ ذَٰلِكَ فَلَهُ عَذَابٌ أَلِيمٌ﴾، وفي الآية التالية قال -سبحانه-: ﴿وَمَنْ عَادَ فَـيَنتَقِمُ اللَّهُ مِنْهُ ۗ﴾.	94	95
من أكثر ما يعول عليه أتباع خرافة التطور ظاهرة الشبه بين الكثير من الكائنات . فنقول لهم : من أصناف الكائنات ما يصعب التفريق بينها جدا لشدة شبهها مع أنها مختلفة في حقائقها اختلافاً معتبراً . اذكر أدل كلمة في آية على هذا المعنى. 	6	﴿وَهُـوَ الَّذِي أَنـزَلَ مِنَ السَّمَـاءِ مَاءً فَأَخْرَجْنَا بِهِ نَبَاتَ كُلِّ شَيْءٍ فَأَخْرَجْنَا مِنْهُ خَضِرًا نُّخْرِجُ مِنْـهُ حَبًّا مُّتَرَاكِبًا وَمِنَ النَّـخْلِ مِن طَلْعِهَا قِنْوَانٌ دَانِيَةٌ وَجَنَّـاتٍ مِّنْ أَعْنَابٍ وَالزَّيْتُـونَ وَالرُّمَّانَ #مُشْتَبِهًا# وَغَيْرَ مُتَشَـابِهٍ ۗ انظُرُوا إِلَىٰ ثَمَـرِهِ إِذَا أَثْمَرَ وَيَنْعِهِ ۚ إِنَّ فِي ذَٰلِكُمْ لَآيَاتٍ لِّقَوْمٍ يُؤْمِنُونَ﴾ [الأنعام:99] فالشبه إلى حد التطابق الشكلي مع الاختلاف الكبير في الحقائق مظهر آخر من مظاهر القدرة التي يباهي بها الله تعالى. ومثله التطابق في المادة الوراثية مع الاختلاف الكبير في أنواع الخلايا.  قال السعدي: يستدل بها على رحمة الله، وسعة إحسانه وجوده، وكمال اقتداره وعنايته بعباده. ولكن ليس كل أحد يعتبر ويتفكر وليس كل من تفكر، أدرك المعنى المقصود، ولهذا قيد تعالى الانتفاع بالآيات بالمؤمنين فقال: ﴿إِنَّ فِي ذَلِـكَم لَآيَاتٍ لِقَوْمٍ يُؤْمِنُونَ﴾ فإن المؤمنين يحملهم ما معهم من الإيمان، على العمل بمقتضياته ولوازمه، التي منها التفكر في آيات الله، والاستنتاج منها ما يراد منها، وما تدل عليه، عقلا، وفطرة، وشرعا. 	99	
آية كريمة يستدل بها المعطِّلة (الذين ينفون صفات الله تعالى) على نفي رؤية الله، لكنّ المتدبر والمتأمل سيجد أنّها تدحض قول المعطلة.	6	﴿لَّا تُدْرِكُهُ الْأَبْصَارُ وَهُوَ يُدْرِكُ الْأَبْصَارَ ۖ وَهُوَ اللَّطِيفُ الْخَبِيرُ﴾ [الأنعام:103] قال السعدي: (﴿لَا تُدْرِكُهُ الْأَبْصَارُ﴾ لعظمته، وجلاله وكماله، أي: لا تحيط به الأبصار، وإن كانت تراه، وتفرح بالنظر إلى وجهه الكريم، فنفي الإدراك لا ينفي الرؤية، بل يثبتها بالمفهوم. فإنه إذا نفى الإدراك، الذي هو أخص أوصاف الرؤية، دل على أن الرؤية ثابتة. فإنه لو أراد نفي الرؤية، لقال "لا تراه الأبصار" ونحو ذلك، فعلم أنه ليس في الآية حجة لمذهب المعطلة، الذين ينفون رؤية ربهم في الآخرة، بل فيها ما يدل على نقيض قولهم". اهـ ولمزيد من التوضيح نقول: إنَّ الله تعالى ذكر خروج بني إسرائيل من مصر، وذكر أنَّ فرعون وجنوده طاردوهم حتى وصلوا إلى مكانٍ رأى فيه كلٌّ من الفريقين الآخر: ﴿فَلَمَّا تَرَاءَى الْجَمْعَانِ قَالَ أَصْحَابُ مُوسَىٰ إِنَّا لَمُدْرَكُونَ﴾ [الشعراء:61] فقال بنو إسرائيل: إنَّ فرعون وجنوده قد أحاطوا بنا ﴿إِنَّا لَمُدْرَكُونَ﴾ فأجابهم موسى عليه السلام نافياً الإدراك والإحاطة: ﴿قَالَ كَلَّا ۖ إِنَّ مَعِيَ رَبِّي سَيَهْدِينِ﴾ [الشعراء:62]، مع أنَّ رؤية كلّ فريق للآخر قد تحققت ﴿فَلَمَّا تَرَاءَى الْجَمْعَانِ﴾ أي رأى كلُّ فريقٍ الآخرَ، وبهذا يتبيّن أنَ الرؤية تختلف عن الإحاطة والإدراك، وأنَّ الآية تنفي الإحاطة بالله ولا تنفي رؤيته، علماً أنَّ أدلة إثبات رؤية الله  في الآخرة ثابتةٌ بنصوص أخرى من القرآن، ونصوصٍ من السنّة قد بلغت حد التواتر، ووقع إجماع الصحابة والسلف وأهل السنّة على إثبات الرؤية	103	
كلمة ذكرت في الجزء تُطَمْئِن المؤمن أنه إذا أخلص إيمانه لله تعالى ، فإنه يحفه بالطمأنينة أمام المخوفات. 	6	﴿الَّذِينَ آمَنُوا وَلَمْ يَلْبِسُوا إِيمَانَهُم بِظُـلْمٍ أُولَٰئِكَ لَهُمُ #الْأَمْنُ# وَهُم مُّهْتَدُونَ﴾ [الأنعام:82]	82	
إذا أعرض الإنسانُ عن الحق أول مرة فإنه قد يعاقَب بعدم الهداية بعد ذلك ، اذكر موضعاً يدل على هذا المعنى. 	6	﴿وَنُقَـلِّبُ أَفْئِدَتَهُمْ وَأَبْصَارَهُمْ كَمَا لَمْ يُؤْمِنُوا بِهِ أَوَّلَ مَـرَّةٍ وَنَذَرُهُمْ فِي طُغْيَانِهِمْ يَعْمَهُونَ﴾ [الأنعام:110] قال السعدي: (﴿وَنُقَلِّبُ أَفْئِدَتَهُمْ وَأَبْصَارَهُمْ كَمَا لَمْ يُؤْمِنُوا بِهِ أَوَّلَ مَرَّةٍ وَنَذَرُهُمْ فِي طُغْيَانِهِمْ يَعْمَهُونَ﴾ أي: ونعاقبهم، إذا لم يؤمنوا أول مرة يأتيهم فيها الداعي، وتقوم عليهم الحجة، بتقليب القلوب، والحيلولة بينهم وبين الإيمان، وعدم التوفيق لسلوك الصراط المستقيم. وهذا من عدل الله، وحكمته بعباده، فإنهم الذين جنوا على أنفسهم، وفتح لهم الباب فلم يدخلوا، وبين لهم الطريق فلم يسلكوا، فبعد ذلك إذا حرموا التوفيق، كان مناسبا لأحوالهم).	110	
اذكر جزءا من آية استدلَّ به ابن عباس رضي الله عنهما في الرد على الخوارج في قضية استدلالهم بآية{ إِنِ ٱلۡحُكۡمُ إِلَّا لِلَّهِ }[سُورَةُ يُوسُفَ: ٤٠].	5	﴿يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَقْتُلُوا الصَّيْدَ وَأَنتُمْ حُرُمٌ ۚ وَمَن قَتَلَهُ مِنكُم مُّتَعَمِّدًا فَجَزَاءٌ مِّثْلُ مَا قَتَلَ مِنَ النَّعَمِ #يَحْكُمُ بِهِ ذَوَا عَدْلٍ# مِّنكُمْ هَدْيًا بَالِغَ الْكَعْبَةِ أَوْ كَفَّارَةٌ طَعَامُ مَسَاكِينَ أَوْ عَدْلُ ذَٰلِكَ صِيَامًا لِّيَذُوقَ وَبَالَ أَمْرِهِ ۗ عَفَا اللَّهُ عَمَّا سَلَفَ ۚ وَمَنْ عَادَ فَيَنتَقِمُ اللَّهُ مِنْهُ ۗ وَاللَّهُ عَزِيزٌ ذُو انتِقَامٍ﴾ [المائدة:95]. قال ابن عباس للخوارج: أما قولكم: حَكَّمَ (أيْ عليٌّ) الرجال في أمر الله، فإني أقرأ عليكم في كتاب الله أن قد صيَر الله حكمه إلى الرجال في ثمن ربع درهم، فأمر الله تبارك وتعالى أن يحكموا فيه. أرأيت قول الله تبارك وتعالى: ﴿يَـا أَيُّهَا الَّذِينَ آمَنُوا لَا تَقْتُلُوا الصَّيْدَ وَأَنتُمْ حُرُمٌ ۚ وَمَن قَتَـلَهُ مِنكُم مُّتَعَمِّدًا فَجَزَاءٌ مِّثْلُ مَا قَتَلَ مِنَ النَّعَمِ يَحْكُمُ بِهِ ذَوَا عَدْلٍ مِّنكُمْ﴾ وكان من حكم الله أنه صيّره إلى الرجال يحكمون فيه، ولو شاء لحكم فيه، فجاز من حكم الرجال، أنشدكم بالله أحُكمُ الرجال في صلاح ذات البين وحقن دمائهم أفضلُ أو في أرنب؟ قالوا: بلى هذا أفضل	95	
يمتحن الله تبارك و تعالى عباده في مراقبتهم له . و كثر من الناس لا ينجح في هذا الاختبار فيعصي الله إذا توارى عن أعين الناس بنظرات حرام أو بغيرها . اذكر آية فيها اختبار من الله تعالى لعباده في مراقبتهم له سبحانه ؟	5	﴿يَا أَيُّهَا الَّذِينَ آمَنُوا لَيَبْـلُوَنَّكُمُ اللَّهُ بِشَيْءٍ مِّنَ الصَّيْـدِ تَنَالُهُ أَيْدِيكُمْ وَرِمَاحُكُمْ #لِيَعْلَمَ اللَّهُ مَن يَخَافُهُ بِالْغَيْبِ# ۚ فَمَنِ اعْتَدَىٰ بَعْدَ ذَٰلِكَ فَلَهُ عَذَابٌ أَلِيمٌ﴾ [المائدة:94]. قال ابن كثير: ﴿لِيَعْلَمَ اللَّهُ مَن يَخَافُهُ بِالْغَيْـبِ﴾ يعني: أنه تعالى يبتليهم بالصيد يغشاهم في رحالهم، يتمكنون من أخذه بالأيدي والرماح سراً وجهراً ليظهر  طاعة من يطيع منهم في سره وجهره، كما قال تعالى: ﴿إِنَّ الَّذِينَ يَخْشَوْنَ رَبَّهُم بِالْغَيْبِ لَهُم مَّغْفِرَةٌ وَأَجْرٌ كَبِيرٌ﴾ [الملك:12]. اهـ ومن ذلك ما حدث لنبي الله يوسف –عليه السلام-، إذ خشي ربه بالغيب وقال: ﴿مَعَاذَ اللَّهِ ۖ إِنَّهُ رَبِّي أَحْسَنَ مَثْوَايَ ۖ إِنَّهُ لَا يُفْلِحُ الظَّالِمُونَ﴾ [يوسف:23]، فنجاه الله تبارك وتعالى وصرف عنه كيد امرأة العزيز وسائر النساء.	94	
لا بد للمسلم أن يطير بجناحي الخوف و الرجاء ، فلا يقتصر على الخوف فقط فيقنط ، و لا على الرجاء فقط فيسرف على نفسه . اذكر آية تذكر من صفات الله عز وجل ما يُحدِث لدى المؤمن الشعور بالخوف و الرجاء .	5	{ ٱعۡلَمُوۤا۟ أَنَّ ٱللَّهَ شَدِیدُ ٱلۡعِقَابِ وَأَنَّ ٱللَّهَ غَفُورࣱ رَّحِیمࣱ }[سُورَةُ المَائـِدَةِ: ٩٨]	98	
عذاب الكفار في النار رُتَبٌ و درجات ، فثمة فرق بين الكافر المفسد في الأرض الصَّادَّ عن سبيل الله ، و الكافر غير الصًَادَّ ، كما قال تعالى { ٱلَّذِینَ كَفَرُوا۟ وَصَدُّوا۟ عَن سَبِیلِ ٱللَّهِ زِدۡنَـٰهُمۡ عَذَابࣰا فَوۡقَ ٱلۡعَذَابِ بِمَا كَانُوا۟ یُفۡسِدُونَ }[سُورَةُ النَّحۡلِ: ٨٨]. اذكر آية توضح هذا المعنى،  أن العذاب على حسب فعل الكافر .	5	﴿قَـالَ اللَّهُ إِنِّي مُنَزِّلُهَا عَلَيْكُمْ ۖ فَمَن يَكْفُرْ بَعْدُ مِنكُمْ #فَإِنِّي أُعَذِّبُهُ عَذَابًا لَّا أُعَذِّبُهُ أَحَدًا مِّنَ الْعَالَمِينَ#﴾ [المائدة 115] فمن أراه الله براهين فوق ما أرى غيره ثم كفر كان عذابه أشد. قال ابن كثير: (أي: فمن كذب بها من أمتك يا عيسى وعاندها ﴿فَـإِنِّي أُعَذِّبُهُ عَـذَابًا لَّا أُعَذِّبُهُ أَحَدًا مِّنَ الْعَالَمِينَ﴾ أي: من عالمي زمانكم، كقوله: ﴿وَيَوْمَ تَقُومُ السَّاعَةُ أَدْخِلُوا آلَ فِرْعَوْنَ أَشَدَّ الْعَذَابِ﴾ [غافر:46]، وكقوله: ﴿إِنَّ الْمُنَافِقِينَ فِي الدَّرْكِ الْأَسْفَلِ مِنَ النَّارِ وَلَن تَجِدَ لَهُمْ نَصِيرًا﴾ [النساء:145]).	115	
يشيع في كلام الكفار عن النبي ﷺ:"نبي العرب" ، و قد يذكرون هذا المصطلح في معرض كلام فيه مديح لهﷺ ، فيتناقله المسلمون على سبيل الحفاوة و الاعتزاز بهذا المديح . فنقول : عدا عن نبينا ﷺ مستَغنٍ عن مدح من كفر به ، فإن هذا الوصف "نبي العرب " فيه حصر بجهل أو بقصد للرسالة في قوم معينين ، و هذا باطل . اذكر جزءاً من آية يوضّح أن القرآن نزل لكل الخلق و لكافة العصور ، و ليس لطائفة معينة كما يزعم و يدعي البعض.	6	﴿قُلْ أَيُّ شَيْءٍ أَكْبَرُ شَهَادَةً ۖ قُلِ اللَّهُ ۖ شَهِيدٌ بَيْنِي وَبَيْنَكُمْ ۚ وَأُوحِيَ إِلَيَّ هَٰذَا الْقُرْآنُ #لِأُنذِرَكُم بِهِ وَمَن بَلَغَ# ۚ أَئِنَّكُمْ لَتَشْهَدُونَ أَنَّ مَعَ اللَّهِ آلِهَةً أُخْرَىٰ ۚ قُل لَّا أَشْهَدُ ۚ قُلْ إِنَّمَا هُوَ إِلَٰهٌ وَاحِدٌ وَإِنَّنِي بَرِيءٌ مِّمَّا تُشْرِكُونَ﴾ [الأنعام:19] قال ابن عاشور: (﴿وَمَن بَلَغَ﴾ عَطْفٌ عَلى ضَمِيرِ المُخاطَبِينَ، أيْ ولِأُنْذِرَ بِهِ مَن بَلَغَهُ القُرْآنُ وسَمِعَهُ ولَوْ لَمْ أُشافِهْهُ بِالدَّعْوَةِ، وعُمُومُ "مَن" وصِلَتِها (أي: بلغ) يَشْمَلُ كُلَّ مَن يَبْلُغُهُ القُرْآنُ في جَمِيعِ العُصُورِ). يضاف إلى ذلك آيات أخرى واضحة في هذا المعنى كقوله تعالى:  ﴿تَبَارَكَ الَّذِي نَزَّلَ الْفُرْقَانَ عَلَىٰ عَبْدِهِ لِيَكُونَ لِلْعَالَمِينَ نَذِيرًا﴾ [الفرقان:1] وقوله تعالى: ﴿وَمَا أَرْسَلْنَاكَ إِلَّا رَحْمَةً لِّلْعَالَمِينَ﴾ [الأنبياء:107]	19	
آية فيها تَسْلِيَةٌ لِلرَّسُولِ عَلَيْهِ الصَّلاةُ و السَّلامُ (يعني إذهابٌ لحُزنه ) ، و أنَّ ما أرادُوا بِهِ نِكايَتَهُ إنَّما ينقلب عليهم ، فيظنون أنهم يضرُّون النبي و في الحقيقة إنما يعود الدمار عليهم هم .	6	﴿وَهُمْ يَنْهَوْنَ عَنْهُ وَيَنْأَوْنَ عَنْهُ ۖ #وَإِن يُهْلِكُونَ إِلَّا أَنفُسَهُمْ وَمَا يَشْعُرُونَ#﴾ [الأنعام:26]	26	
