نص السؤال 	رقم السورة 	رقم الآية 	رقم آية 1	رقم آية 2
آية فيها تنبيه على أنه يحق الحمد لله عند هلاك الظلمة لأن هلاكهم صلاح للناس و الصلاح أعظم النعم و شكر النعمة واجب . اذكر هذه الآية. 	6	{ فَقُطِعَ دَابِرُ ٱلۡقَوۡمِ ٱلَّذِینَ ظَلَمُوا۟ۚ وَٱلۡحَمۡدُ لِلَّهِ رَبِّ ٱلۡعَـٰلَمِینَ }[سُورَةُ الأَنۡعَامِ: ٤٥]	45	
كلمة ذكرت في الجزء تُطَمْئِن المؤمن أنه إذا أخلص إيمانه لله تعالى ، فإنه يحفه بالطمأنينة أمام المخوفات. 	6	{الَّذِینَ ءَامَنُوا۟ وَلَمۡ یَلۡبِسُوۤا۟ إِیمَـٰنَهُم بِظُلۡمٍ أُو۟لَـٰۤىِٕكَ لَهُمُ ٱلۡأَمۡنُ وَهُم مُّهۡتَدُونَ }[سُورَةُ الأَنۡعَامِ: ٨٢ [	82	
إذا أعرض الإنسانُ عن الحق أول مرة فإنه قد يعاقَب بعدم الهداية بعد ذلك ، اذكر موضعاً يدل على هذا المعنى. 	6	{ وَنُقَلِّبُ أَفۡـِٔدَتَهُمۡ وَأَبۡصَـٰرَهُمۡ كَمَا لَمۡ یُؤۡمِنُوا۟ بِهِۦۤ أَوَّلَ مَرَّةࣲ وَنَذَرُهُمۡ فِی طُغۡیَـٰنِهِمۡ یَعۡمَهُونَ }[سُورَةُ الأَنۡعَامِ: ١١٠]	110	
اذكر جزءا من آية استدلَّ به ابن عباس رضي الله عنهما في الرد على الخوارج في قضية استدلالهم بآية{ إِنِ ٱلۡحُكۡمُ إِلَّا لِلَّهِ }[سُورَةُ يُوسُفَ: ٤٠].	5	{یَـٰۤأَیُّهَا ٱلَّذِینَ ءَامَنُوا۟ لَا تَقۡتُلُوا۟ ٱلصَّیۡدَ وَأَنتُمۡ حُرُمࣱۚ وَمَن قَتَلَهُۥ مِنكُم مُّتَعَمِّدࣰا فَجَزَاۤءࣱ مِّثۡلُ مَا قَتَلَ مِنَ ٱلنَّعَمِ یَحۡكُمُ بِهِۦ ذَوَا عَدۡلࣲ مِّنكُمۡ هَدۡیَۢا بَـٰلِغَ ٱلۡكَعۡبَةِ أَوۡ كَفَّـٰرَةࣱ طَعَامُ مَسَـٰكِینَ أَوۡ عَدۡلُ ذَ ٰ⁠لِكَ صِیَامࣰا لِّیَذُوقَ وَبَالَ أَمۡرِهِۦۗ عَفَا ٱللَّهُ عَمَّا سَلَفَۚ وَمَنۡ عَادَ فَیَنتَقِمُ ٱللَّهُ مِنۡهُۚ وَٱللَّهُ عَزِیزࣱ ذُو ٱنتِقَامٍ }[سُورَةُ المَائـِدَةِ: ٩٥ [	95	
يمتحن الله تبارك و تعالى عباده في مراقبتهم له . و كثر من الناس لا ينجح في هذا الاختبار فيعصي الله إذا توارى عن أعين الناس بنظرات حرام أو بغيرها . اذكر آية فيها اختبار من الله تعالى لعباده في مراقبتهم له سبحانه ؟	5	{یَـٰۤأَیُّهَا ٱلَّذِینَ ءَامَنُوا۟ لَیَبۡلُوَنَّكُمُ ٱللَّهُ بِشَیۡءࣲ مِّنَ ٱلصَّیۡدِ تَنَالُهُۥۤ أَیۡدِیكُمۡ وَرِمَاحُكُمۡ لِیَعۡلَمَ ٱللَّهُ مَن یَخَافُهُۥ بِٱلۡغَیۡبِۚ فَمَنِ ٱعۡتَدَىٰ بَعۡدَ ذَ ٰ⁠لِكَ فَلَهُۥ عَذَابٌ أَلِیمࣱ }[سُورَةُ المَائـِدَةِ: ٩٤ [	94	
لا بد للمسلم أن يطير بجناحي الخوف و الرجاء ، فلا يقتصر على الخوف فقط فيقنط ، و لا على الرجاء فقط فيسرف على نفسه . اذكر آية تذكر من صفات الله عز وجل ما يُحدِث لدى المؤمن الشعور بالخوف و الرجاء .	5	{ ٱعۡلَمُوۤا۟ أَنَّ ٱللَّهَ شَدِیدُ ٱلۡعِقَابِ وَأَنَّ ٱللَّهَ غَفُورࣱ رَّحِیمࣱ }[سُورَةُ المَائـِدَةِ: ٩٨]	98	
عذاب الكفار في النار رُتَبٌ و درجات ، فثمة فرق بين الكافر المفسد في الأرض الصَّادَّ عن سبيل الله ، و الكافر غير الصًَادَّ ، كما قال تعالى { ٱلَّذِینَ كَفَرُوا۟ وَصَدُّوا۟ عَن سَبِیلِ ٱللَّهِ زِدۡنَـٰهُمۡ عَذَابࣰا فَوۡقَ ٱلۡعَذَابِ بِمَا كَانُوا۟ یُفۡسِدُونَ }[سُورَةُ النَّحۡلِ: ٨٨]. اذكر آية توضح هذا المعنى،  أن العذاب على حسب فعل الكافر .	5	{قَالَ ٱللَّهُ إِنِّی مُنَزِّلُهَا عَلَیۡكُمۡۖ فَمَن یَكۡفُرۡ بَعۡدُ مِنكُمۡ فَإِنِّیۤ أُعَذِّبُهُۥ عَذَابࣰا لَّاۤ أُعَذِّبُهُۥۤ أَحَدࣰا مِّنَ ٱلۡعَـٰلَمِینَ }[سُورَةُ المَائـِدَةِ: ١١٥ [	115	
يشيع في كلام الكفار عن النبي ﷺ:"نبي العرب" ، و قد يذكرون هذا المصطلح في معرض كلام فيه مديح لهﷺ ، فيتناقله المسلمون على سبيل الحفاوة و الاعتزاز بهذا المديح . فنقول : عدا عن نبينا ﷺ مستَغنٍ عن مدح من كفر به ، فإن هذا الوصف "نبي العرب " فيه حصر بجهل أو بقصد للرسالة في قوم معينين ، و هذا باطل . اذكر جزءاً من آية يوضّح أن القرآن نزل لكل الخلق و لكافة العصور ، و ليس لطائفة معينة كما يزعم و يدعي البعض.	6	{قُلۡ أَیُّ شَیۡءٍ أَكۡبَرُ شَهَـٰدَةࣰۖ قُلِ ٱللَّهُۖ شَهِیدُۢ بَیۡنِی وَبَیۡنَكُمۡۚ وَأُوحِیَ إِلَیَّ هَـٰذَا ٱلۡقُرۡءَانُ لِأُنذِرَكُم بِهِۦ وَمَنۢ بَلَغَۚ أَىِٕنَّكُمۡ لَتَشۡهَدُونَ أَنَّ مَعَ ٱللَّهِ ءَالِهَةً أُخۡرَىٰۚ قُل لَّاۤ أَشۡهَدُۚ قُلۡ إِنَّمَا هُوَ إِلَـٰهࣱ وَ ٰ⁠حِدࣱ وَإِنَّنِی بَرِیۤءࣱ مِّمَّا تُشۡرِكُونَ }[سُورَةُ الأَنۡعَامِ: ١٩ [	19	
آية فيها تَسْلِيَةٌ لِلرَّسُولِ عَلَيْهِ الصَّلاةُ و السَّلامُ (يعني إذهابٌ لحُزنه ) ، و أنَّ ما أرادُوا بِهِ نِكايَتَهُ إنَّما ينقلب عليهم ، فيظنون أنهم يضرُّون النبي و في الحقيقة إنما يعود الدمار عليهم هم .	6	{وَهُمۡ یَنۡهَوۡنَ عَنۡهُ وَیَنۡـَٔوۡنَ عَنۡهُۖ وَإِن یُهۡلِكُونَ إِلَّاۤ أَنفُسَهُمۡ وَمَا یَشۡعُرُونَ }[سُورَةُ الأَنۡعَامِ: ٢٦ [	26	
اذكر آية من شبهت الكفار بالأموات ، و ذلك لموت قلوبهم .	6	{إِنَّمَا یَسۡتَجِیبُ ٱلَّذِینَ یَسۡمَعُونَۘ وَٱلۡمَوۡتَىٰ یَبۡعَثُهُمُ ٱللَّهُ ثُمَّ إِلَیۡهِ یُرۡجَعُونَ }[سُورَةُ الأَنۡعَامِ: ٣٦ [	36	
آيتان من سورة الأنعام فسرهما النبي ﷺ بآيتين من سورة لقمان . فما هما ؟	6	{ وَعِندَهُۥ مَفَاتِحُ ٱلۡغَیۡبِ لَا یَعۡلَمُهَاۤ إِلَّا هُوَۚ وَیَعۡلَمُ مَا فِی ٱلۡبَرِّ وَٱلۡبَحۡرِۚ وَمَا تَسۡقُطُ مِن وَرَقَةٍ إِلَّا یَعۡلَمُهَا وَلَا حَبَّةࣲ فِی ظُلُمَـٰتِ ٱلۡأَرۡضِ وَلَا رَطۡبࣲ وَلَا یَابِسٍ إِلَّا فِی كِتَـٰبࣲ مُّبِینࣲ }[سُورَةُ الأَنۡعَامِ: ٥٩] ، { ٱلَّذِینَ ءَامَنُوا۟ وَلَمۡ یَلۡبِسُوۤا۟ إِیمَـٰنَهُم بِظُلۡمٍ أُو۟لَـٰۤىِٕكَ لَهُمُ ٱلۡأَمۡنُ وَهُم مُّهۡتَدُونَ }[سُورَةُ الأَنۡعَامِ: ٨٢]	82	
آية فيها دليل للقاعدة الشرعية ، و هي أنّ الوسائل تعتبر بالأمور التي توصل إليها ، و أن وسائل المحرم ، و إن كانت جائزة في الأصل ، تكون محرمة إذا كانت تقضي إلى الشر .	6	}وَلَا تَسُبُّوا۟ ٱلَّذِینَ یَدۡعُونَ مِن دُونِ ٱللَّهِ فَیَسُبُّوا۟ ٱللَّهَ عَدۡوَۢا بِغَیۡرِ عِلۡمࣲۗ كَذَ ٰ⁠لِكَ زَیَّنَّا لِكُلِّ أُمَّةٍ عَمَلَهُمۡ ثُمَّ إِلَىٰ رَبِّهِم مَّرۡجِعُهُمۡ فَیُنَبِّئُهُم بِمَا كَانُوا۟ یَعۡمَلُونَ }[سُورَةُ الأَنۡعَامِ: ١٠٨ [	108	
آية كريمة يستدل بها المطِّلة (الذين ينفقون صفات الله تعالى ) على نفي رؤية الله ، لكنّ المتدبر و المتأمل سيجد أنّها تدحض قول المعطلة .	6	{ لَّا تُدۡرِكُهُ ٱلۡأَبۡصَـٰرُ وَهُوَ یُدۡرِكُ ٱلۡأَبۡصَـٰرَۖ وَهُوَ ٱللَّطِیفُ ٱلۡخَبِیرُ }[سُورَةُ الأَنۡعَامِ: ١٠٣]	103	
